en,counts
14.91730812,97
14.92730712,96
14.93730612,77
14.94730512,51
14.95730412,74
14.96730312,119
14.97730212,81
14.98730112,30
14.99730012,89
15.00729912,4
15.01729812,14
15.02729712,94
15.03729612,132
15.04729512,116
15.05729412,167
15.06729312,77
15.07729212,73
15.08729112,149
15.09729012,12
15.10728912,32
15.11728812,96
15.12728712,72
15.13728612,52
15.14728512,86
15.15728412,18
15.16728312,95
15.17728212,91
15.18728112,82
15.19728012,130
15.20727912,69
15.21727812,21
15.22727712,131
15.23727612,35
15.24727512,0
15.25727412,159
15.26727312,66
15.27727212,94
15.28727112,130
15.29727012,133
15.30726912,59
15.31726812,138
15.32726712,42
15.33726612,0
15.34726512,17
15.35726412,31
15.36726312,124
15.37726212,121
15.38726112,89
15.39726012,70
15.40725912,137
15.41725812,151
15.42725712,104
15.43725612,192
15.44725512,113
15.45725412,140
15.46725312,94
15.47725212,86
15.48725112,185
15.49725012,114
15.50724912,122
15.51724812,71
15.52724712,80
15.53724612,145
15.54724512,67
15.55724412,54
15.56724312,79
15.57724212,143
15.58724112,91
15.59724012,35
15.60723912,15
15.61723812,111
15.62723712,103
15.63723612,39
15.64723512,148
15.65723412,76
15.66723312,150
15.67723212,113
15.68723112,65
15.69723012,78
15.70722912,26
15.71722812,139
15.72722712,77
15.73722612,133
15.74722512,167
15.75722412,89
15.76722312,110
15.77722212,90
15.78722112,165
15.79722012,133
15.80721912,31
15.81721812,116
15.82721712,138
15.83721612,148
15.84721512,108
15.85721412,80
15.86721312,175
15.87721212,5
15.88721112,128
15.89721012,61
15.90720912,62
15.91720812,145
15.92720712,109
15.93720612,148
15.94720512,100
15.95720412,89
15.96720312,0
15.97720212,108
15.98720112,44
15.99720012,267
16.00719912,97
16.01719812,49
16.02719712,9
16.03719612,87
16.04719512,211
16.05719412,134
16.06719312,109
16.07719212,109
16.08719112,91
16.09719012,126
16.10718912,61
16.11718812,20
16.12718712,150
16.13718612,122
16.14718512,89
16.15718412,121
16.16718312,186
16.17718212,130
16.18718112,45
16.19718012,99
16.20717912,134
16.21717812,93
16.22717712,116
16.23717612,118
16.24717512,108
16.25717412,123
16.26717312,41
16.27717212,137
16.28717112,100
16.29717012,61
16.30716912,96
16.31716812,141
16.32716712,81
16.33716612,68
16.34716512,48
16.35716412,99
16.36716312,35
16.37716212,120
16.38716112,130
16.39716012,115
16.40715912,134
16.41715812,110
16.42715712,147
16.43715612,81
16.44715512,65
16.45715412,36
16.46715312,170
16.47715212,182
16.48715112,84
16.49715012,31
16.50714912,7
16.51714812,93
16.52714712,125
16.53714612,135
16.54714512,42
16.55714412,78
16.56714312,4
16.57714212,77
16.58714112,55
16.59714012,68
16.60713912,0
16.61713812,47
16.62713712,101
16.63713612,104
16.64713512,42
16.65713412,34
16.66713312,107
16.67713212,21
16.68713112,57
16.69713012,103
16.70712912,73
16.71712812,93
16.72712712,65
16.73712612,124
16.74712512,54
16.75712412,132
16.76712312,57
16.77712212,91
16.78712112,51
16.79712012,77
16.80711912,103
16.81711812,48
16.82711712,129
16.83711612,73
16.84711512,72
16.85711412,78
16.86711312,70
16.87711212,72
16.88711112,26
16.89711012,56
16.90710912,6
16.91710812,26
16.92710712,96
16.93710612,90
16.94710512,12
16.95710412,84
16.96710312,88
16.97710212,38
16.98710112,52
16.99710012,12
17.00709912,74
17.01709812,57
17.02709712,34
17.03709612,91
17.04709512,70
